original_filename,title,instructions,ingredients
IMG_1179.JPG,Lime & Chilli Tofu Fajitas,"1. Preheat your oven to 150 ° C / Gas 2 .
Wrap 4 tortillas in a foil parcel . Set
aside for now .
2. Halve , peel and thinly slice the onion .
Peel and thinly slice the carrot - if it's a
thick one , halve it lengthways first , then
slice it .
3. Halve and deseed the peppers , halve
again if needed , you want them all
to be roughly the same size . Peel and
finely chop or grate the garlic .
4. Zest the lime into a bowl . Add half
the chilli flakes . Chop the tofu into
small chunks and mix it in with the
lime zest and chilli .
5. Chop the coriander , stalks and all .
Destone the avocado , scoop out
and roughly dice the flesh . Squeeze
over a little lime juice to prevent the
avocado from discolouring .
6. Pop the tortillas in the oven for
approx . 5 minutes , to warm through .
7. Heat 2 tbsp of oil in a wok or large
frying pan . Stir - fry the onion , carrot
and pepper for approx . 4-5 minutes ,
until softened but retaining a bite . Add
the garlic , tofu and fajita spice pot .
Stir - fry for a further 1 minute , until
fragrant . Season .
8. Fill each tortilla with some tofu and
veg , avocado , coriander and some
salad leaves . Alternatively , serve all
the components at the table , to make as
you go .
9. Serve the fajitas with any remaining
salad leaves on the side and lime
cut into wedges for squeezing . Sprinkle
over some remaining chilli flakes , if
you like .","Ingredients
1 pack tortillas - use 4
1 red onion
1 carrot
200g sweet mixed peppers
1 garlic clove
1 lime
¹ / 2 tsp chilli flakes - add to taste
1 smoked tofu
1 bag coriander
1 avocado
1 fajita spice pot
50g mixed salad leaves"
IMG_1183.JPG,Mexican Black - eyed Bean Chilli,"1. Before you start , make sure your oven is 
preheated to 200 ° C / Gas 6 . 
2. Scrub and chop your potatoes into 
wedges . Toss them in a baking tray in 
oil , salt and pepper to season . Bake for 
30-40 minutes , depending on thickness , 
tossing them now and then so they roast 
evenly , while you continue . 
3. Peel and slice the onion , through the 
root , into thin wedges . Deseed and 
chop the pepper into thin strips ( 1 
2cm ) . Trim and thinly slice the celery . 
Peel and thinly slice the carrot . 
4. Heat 1 tbsp of oil in a large pan . Fry the 
onion , pepper , celery and carrot for 
10 minutes on a medium heat , stirring 
now and then . Add a splash of water if 
they look like catching . 
5. Peel and finely chop or grate the 
garlic . Thinly slice the chillies ( leave 
the seeds in for more heat ) . 
6. Drain the black - eyed beans into a 
sieve . Give them a little rinse . 
7. After 10 minutes , stir the garlic into 
the veg pan for 30 seconds . Stir in the 
spice pot and some fresh chilli to 
your taste for heat ( if unsure , add a little 
now , then taste and add more towards 
the end ) . Stir for 30 seconds more , until 
fragrant . 8. Stir in the tinned tomatoes and 
cherry tomatoes ( whole ) . Refill the 
tomato tin half full of water ; add that . 
Season . Bring it all to a low boil , then 
cook for 15 minutes , stirring often . 
Add the black - eyed beans and cook 
for a further 10 minutes . You want the 
liquid to reduce down but add a splash 
of water if it looks like it's too thick for 
your liking . 
9. Chop the coriander , stalks and all . 
10. Halve , destone and slice or dice the 
avocado . 
11. Season the chilli to taste and add a 
good squeeze of lime juice too . Stir in 
half the coriander . 
12. Serve the chilli , topped with the 
avocado , sprinkled with remaining 
coriander and more fresh chilli if you 
like , with the potato wedges and some 
remaining lime , cut into wedges .","Ingredients
500g potatoes - use as many as
you like , to your appetite
1 red onion
1 red pepper
1 celery stick
1 carrot
2 garlic cloves
2 chillies - add to taste
1 tin black - eyed beans
1 black - eyed chilli spice pot
1 tin tomatoes
1 punnet cherry tomatoes
1 bag coriander
1 avocado
1 lime"
IMG_1182.JPG,Tenderstem Satay Stir - fry & Finger Lime ' Caviar ',"1. Before have you start , make sure you
all your ingredients washed and ready ,
your equipment to hand and a full
kettle of boiled water .
2. Tip the rice into a saucepan with the
turmeric ( half the 1tsp pod ) and a
good pinch of salt . Add 300ml of boiled
water . Cover with a lid and boil for
8 minutes , then turn off the heat and
leave it to steam for another 8 minutes ,
while you continue .
3. In a bowl , mix the peanut butter
with 2 tbsp of warm water from the
kettle , to loosen it . Stir in the coconut
milk , tamari , the juice from half the
( standard ) lime and half the chilli
flakes . This mixture may look spilt at
this stage , that's ok , there's no need to
mix until smooth .
4. Split any larger broccoli stems
lengthways , so they're roughly all
the same size and not too fat , so they
cook in time . Chop the red Romano
pepper into thin rings , avoiding the
seedy end part . Halve , deseed and chop
the yellow pepper into thin strips .
5. Give the peanuts a rough chop .
6. Heat 1 tbsp of oil in a large frying pan
or wok . Stir - fry the broccoli for a
couple of minutes to begin with , then
add peppers and continue to stir - fry
for a further 4-5 minutes , until the veg
is starting to soften but still has a little
bite .
7. Stir in the peanut butter mixture
and stir - fry for a further minute or so ,
until the sauce has thickened slightly .
Check the seasoning .
8. Serve with the sticky turmeric
rice , topped with freshly chopped
coriander , the peanuts and the
finger lime - halve , squeeze out the
much as you like . Add more chilli
flakes too , if you like .","Ingredients
125g jasmine rice
1/2 tsp turmeric ( you have 1 tsp )
60g peanut butter
200ml coconut milk
1 tbsp tamari
1 lime
1/2 tsp chilli flakes - add to taste -
200g tenderstem broccoli
1 red Romano pepper
1 yellow pepper - use 1/2 if large
30g roasted and salted peanuts
1 bag coriander
1 finger lime"
IMG_1180.JPG,Roast Cauliflower & Lemon Gnocchi Bake,"1. Preheat your oven to 190 ° C / Gas 5 .
2. Peel , halve and chop the onion
through the root , into thin wedges . Peel
and finely chop or grate the garlic .
3. Remove any tough outer leaves from
the cauliflower , reserving any
smaller , tender leaves . Chop into
medium - sized florets ; we prepared
400g of cauliflower .
4. Finely grate the zest of half the lemon .
any
5. Put the onion , garlic , cauliflower ,
cauliflower leaves , lemon zest ,
herbes de Provence and gnocchi in
a large roasting tin .
6. Drizzle over 2 tbsp of olive oil , season
to taste and toss together to coat .
Spread everything out into a single
layer . Dot over a knob of butter .
Roast for 20-25 minutes , until the
cauliflower and onion are almost
tender .
7. Remove the tin from the oven and add
a few handfuls of spinach , stirring
them through gently . Sprinkle over
the cheese and bake for a further
4-5 minutes , until the spinach is just
wilted .
8. Add a couple of spoonfuls of crème
fraîche , along with a splash of
water . Gently stir through . Check the
seasoning .
9. Serve , with a squeeze of lemon juice , if
you like .","Ingredients
1 red onion
2 garlic cloves
1 cauliflower
1 lemon
1 tsp herbes de Provence
1 pack gnocchi
butter - from your fridge
1/2 bag baby spinach
40g Italian - style hard cheese
1 pot crème fraîche"
IMG_1181.JPG,Pepper & Pine Nut Pilaf,"1. Peel and chop the onion into thin wedges . Deseed and chop the peppers into 2cm chunks .
2. Heat 2 tbsp of oil in a large lidded pan . Fry the onion , peppers and two
thirds of the pine nuts , on a medium heat , stirring regularly , for 5 minutes .
3. Meanwhile , boil a kettle . Drain and
rinse the kidney beans ; you just need half the tin in this recipe . Peel a long piece of lemon zest ( try to avoid the bitter white pith ) .
4. Stir the seed spice pot and smoked paprika to the veg pan .
5. Add the bay leaf , lemon zest , rice , bouillon , kidney beans and 450ml of boiled water .
6. Bring to the boil , cover , then reduce the heat and simmer for approx . 12
minutes , stirring occasionally , until the
rice is tender .
7. While the rice cooks , roughly chop the
wild garlic leaves .
8. In a mug , mix the tahini with the juice
of half the lemon and approx . 3-4 tbsp
of water to create a smooth dressing .
Season with a little salt and pepper .
9. Toast the remaining pine nuts in a dry frying pan , stirring them often , until lightly golden . Transfer to a plate .
10. Once the rice is tender , remove from the heat , stir in the wild garlic and set aside to steam for 2 minutes ( covered with a lid , or use a roasting tin ) .
11. Fluff up the rice with a fork . Remove the bay and lemon zest . Check the seasoning and add lemon juice , all to taste .
12. Serve drizzled with tahini dressing , sprinkled with remaining pine nuts .","Ingredients
1 red onion
2 Romano peppers
2x 30g pine nuts
1/2 tin kidney beans
1 lemon
1 seed spice pot
1 tsp smoked paprika
1 bay leaf
150g white basmati rice
1/2 tbsp bouillon powder
50g wild garlic
1 tbsp tahini"
IMG_1177.JPG,Buffalomi Courgette Fritters & Salsa,"1. Coarsely grate the courgette into a large bowl - you may have 1 large or 2 small . We used approx . 200g ungrated
weight of courgette ; using a little
under that is absolutely fine , but over
and you will risk the mix being too wet .
2. Coarsely grate in two - thirds of the pack
of buffalomi cheese . Finely grate in
the zest from the lime .
3. Add the oregano , rice flour and
self - raising flour , some salt and
pepper ( easy on the salt if you use any
at all , as the buffalomi is already salty ) .
Mix it altogether .
4. Crack the egg into a small bowl or mug
and use a fork to whisk it together . Add
just enough egg to bring the courgette
batter mixture together - you might not
need it all , but we did . You want a fairly
thick but sticky consistency . Set aside
for a moment .
5. Finely dice about half the pepper ( or
use it all , depending on your appetite ) .
Place it in a large bowl .
6. Dice a quarter of the cucumber ( quite
small ) and add that to the pepper . Add
the sweet chilli sauce . Shred 1 good
tbsp of mint . Add that , too .
7. If you like heat , finely chop a little chilli too , adding as much of that as you'd like . Toss with a pinch of salt and some lime juice to taste .
8. To fry the fritters , heat a thin layer of
oil in a large frying pan to a medium
heat ; don't have it too hot or the fritters
will burn before they cook through , you
just want them to be lightly bubbling as
they fry . Roughly divide the courgette
mixture into 6 loose sticky balls . Add
them to the pan , pressing them down
ever so slightly to flatten them a bit .
9. Fry for 4-5 minutes on each side ,
carefully turning them using a spatula
or slice , until golden - brown and
crisping .
10. Meanwhile , wash up the bowl . Halve
the cherry tomatoes and add them
to the bowl with a pinch of salt , some
pepper and good olive oil . Toss with
salad leaves to your liking .
11. Serve with the courgette fritters and
pepper salsa .","Ingredients
1 large or 2 small courgettes
1 pack buffalomi cheese - use %
of the pack in the fritter batter
1 lime
1 tsp dried oregano
40g rice flour
40g self - raising flour - you may
have 2 x 20g pots
1 egg
1 red Romano pepper
1/4 cucumber
1 pack sweet chilli sauce
1 bag mint
1 chilli - optional , add to taste
1 punnet cherry tomatoes
50g mixed salad leaves"
IMG_1176.JPG,Aloo Gobi Traybake & Mango Mint Yogurt,"1. Preheat your oven to 190 ° C / Gas 5 .
2. Scrub and chop the potatoes into wedges . Chop enough cauliflower to your liking into medium - sized florets ( we prepared approx . 350g as a guide ) .
3. Peel and chop the onion into wedges . Peel and finely grate or chop the garlic and ginger . Slice the chilli into thin rings .
4. Drain and rinse the black beans . You just need half the tin in this recipe .
5. Toss the potatoes and onion in a large roasting tin with just enough oil to coat and season with salt and pepper . Roast for 15 minutes .
6. Toss in the cauliflower , flipping over the onion and potatoes as you do so . Roast for a further 10 minutes .
7. Add the garlic , ginger , aloo gobi spice pot , curry powder and half the chilli , if you like more heat . Toss to coat with the spices . Roast for 5 minutes more .
8. Toss with the black beans and passata . Rinse out the passata jar with a little splash of water ; add that . Bake for a further 10 minutes .
9. Shred 2 tbsp worth of mint leaves . In a small bowl , mix the mint with the yogurt and mango chutney .
10. Check the aloo gobi seasoning for salt and pepper and add lemon juice to taste . Add a splash of water to loosen , to serve , if you like .
11. Chop the coriander ( use the stalks too ) . Scatter it over the aloo gobi , along with extra chilli if you like , and serve with the mango mint yogurt .","Ingredients
300g potatoes
1 small cauliflower or 1/2 if
large
1 red onion
2 garlic cloves
1 piece ginger
1 chilli - add to taste
½ tin black beans
1 aloo gobi spice pot
1 tbsp curry powder
400ml passata
1 bag mint
1 pot yogurt
60g mango chutney
1 lemon
1 bag coriander"
IMG_1178.JPG,Bang Bang Tofu & Spring Green Noodles,"1. Before you start , have all your 
vegetables washed , open the pots and 
packets and get your equipment close to 
hand . Boil a kettle of water . 
2. Cut the tofu into approx . 2cm chunks 
and toss it in a shallow dish with the 
cornflour . 
3. Thinly shred the spring greens - if 
you go from the top , you can avoid 
having to strip the leaves from the 
stalks first . Peel , halve the carrots 
lengthways if large , then thinly slice . 
4. Fill a medium saucepan with plenty of 
boiled water . Bring up to the boil , while 
you continue . 
5. In a bowl , mix the peanut butter 
with 2 tbsp of the ketjap manis , the 
maple syrup and the juice from half 
the lime . Add chilli powder to your 
taste for heat . Gradually add approx . 
1-2 tbsp of water , you want to loosen 
it slightly , so you can drizzle it when 
serving . 
6. Add the noodles to the saucepan and 
simmer for approx . 4-5 minutes , until 
soft but not overcooked ; stir them gently 
as they simmer . When cooked , drain 
and rinse under cold water to prevent them from sticking together . 7. Meanwhile , heat 1 tbsp of oil in a wok or large frying pan . Fry the tofu on 
a medium - high heat for 3-4 minutes , 
turning it now and then until crisp and 
starting to colour . Transfer to a plate . 
8. Heat a little more oil in the pan . Stir 
fry the carrots for 2 minutes , then 
add the greens and dried mint and 
stir - fry for 2-3 minutes , until the veg is 
softening but retains a little bite . Add a 
little splash of boiled water to help them 
along . 
9. To the wok or frying pan , add the 
noodles and tofu , toss together to 
warm through . Lightly season - the 
peanut dressing will provide extra 
seasoning . 
10. Serve drizzled with the peanut 
dressing and scattered with pumpkin 
seeds and any remaining chilli 
powder too , if you like and haven't 
used it all up yet . Serve with extra 
wedges of lime . 
11. You have been provided a fresh chilli 
too , this is optional - if you really love 
your heat and have a couple of extra 
minutes to spare , thinly slice some 
chilli into rings , to sprinkle over to 
your taste .","Ingredients
1 pack marinated tofu
1/2 tbsp cornflour ( this may
be labelled as 1/2 tsp , it is the
same )
200g spring greens
2 carrots
60g peanut butter
1 pack ketjap manis , use 2 tbsp
1 tbsp maple syrup
1 lime
1/2 tsp chilli powder - add to
taste
2 sticks brown rice noodles
1 tsp dried mint
2 tbsp pumpkin seeds
1 chilli - optional , add to taste"
IMG_1174.JPG,Squash & Carlin Pea Tagine with Pomegranate,"1. Peel , halve and finely slice the onions . 
Heat 1 tbsp of oil in a large saucepan . 
Start gently frying the onions , stirring 
now and then . Add a splash of water if 
it looks like catching . 
2. Halve the squash , deseed and peel it , 
then chop into bite - sized chunks ( we 
prepared 500g of squash ) . Deseed and 
chop the pepper into 3cm strips . 
3. Drain the carlin peas ( keep an 
empty tin for later ) . Using the flat 
of your knife , lightly crush half the 
cardamom pods to reveal the black 
seeds inside . 
4. Into the onion pan , stir the 
harissa , cinnamon stick , crushed 
cardamom pods , ground 
coriander and bouillon powder . 
Fry for 1-2 minutes , until fragrant . Stir 
in the carlin peas , cherry tomatoes 
( whole ) and 1 tin of water . Season . 
Bring the pan to a simmer , then cook 
gently , while you continue . 
5. Scrape the preserved lemon flesh 
away from the rind . Discard the flesh . 
Finely dice the rind . Roughly chop or slice the apricots . 6. Add the preserved lemon and 
apricots to the pan , along with the 
pepper and squash ( try to submerge 
the squash ; add a splash more water if 
needed ) . Bring to the boil , then simmer 
for approx . 15-20 minutes or so , until 
the squash is tender . Taste halfway 
through , adding more cardamom 
pods if you'd like a stronger flavour . 
7. Chop the parsley , stalks and all . Shred 
the mint . Strip the kale leaves off their 
stalks . Shred the leaves . 
8. Halve the pomegranate , then holding 
it over a bowl , use a rolling pin or 
wooden spoon to bash the seeds out - 
use as much as you like , depending on 
your appetite . 
9. When the squash is almost tender , stir 
the kale in , until lightly wilted . 
10. Stir in half the herbs , check the 
seasoning and add lemon juice to 
taste . Remove the cardamom pods 
and cinnamon stick , if you can find 
them , or eat around them . 
11. To serve , crumble some Wootton 
white over the tagine to your liking , 
scatter with pomegranate and 
remaining herbs to finish .","Ingredients
2 onions
1 Butternut squash
1 red pepper
2 tins carlin peas
1 tsp cardamom pods
40g harissa
1 cinnamon stick
1 tsp ground coriander
1/2 tbsp bouillon powder
1 punnet cherry tomatoes
1 piece preserved lemon
50g dried apricots
1 bag parsley
1 bag mint
100g curly kale
1 pomegranate
1 lemon
2 x 75g Wootton white cheese"
IMG_1175.JPG,Smoky Pasta Puttanesca,"1. Bring a kettle to the boil . Peel the 
garlic and finely chop or crush . 
2. Roughly chop the olives ( watch out 
for any stray stones ) , along with the 
capers . 
3. Heat 1 tbsp olive oil in a large frying 
pan . Add the garlic , olives , capers , 
paprika , pine nuts , chilli flakes 
to your taste and tomato purée . Fry 
gently for 2 minutes , until the mixture 
is fragrant and the pine nuts are 
beginning to colour . 
4. Pour the boiled water into a large 
saucepan . Add a generous pinch of salt . 
Tip in the penne and cook for 10-12 
minutes , until tender with a little bite . 
5. Add the tinned tomatoes to the 
frying pan . Gently simmer the mixture 
for 8-10 minutes , stirring from time 
to time , until slightly reduced and 
thickened . 
6. Strip the spinach leaves from their 
stalks and finely shred . Finely chop the 
parsley ( including any thin , tender 
stalks ) . 7. Before draining the penne , add the 
spinach to the pan , and allow it 
to wilt . Drain it all into a colander , 
reserving a little of the cooking water . 
8. Tip the penne and spinach into the 
sauce , adding a little cooking water to 
loosen , if you like . Check the seasoning 
and add a pinch of sugar , to taste . 
9. Serve sprinkled with parsley .","Ingredients
2 garlic cloves
60g black olives - please check
for stray stones
2 tbsps capers
1 tsp smoked paprika
20g pine nuts
3/4 chilli flakes - add to taste tsp
1 tbsp tomato purée
175g penne pasta
1 tin chopped tomatoes
150g spinach
1 bag parsley
a pinch of sugar ( optional ) -"
IMG_1172.JPG,Brussels Sprout Biryani & Toasted Almonds,"1. Boil a kettle . Trim the Brussels 
sprouts , peel off any rough outer 
leaves , then halve them ( or quarter if 
large ) through the root . 
2. Rinse the rice in a sieve . Transfer to 
a medium saucepan and cover with 
boiled water . Add a pinch of salt . Boil 
for 15 minutes . 
3. Meanwhile , trim and halve the leek , 
lengthways . Thinly shred it . Lightly 
press the whole garlic cloves with the 
flat of your knife to split the skins , then 
peel off the skins . 
4. Heat 1 tbsp of oil in a large frying pan . 
Start gently frying the sprouts , leek 
and whole garlic cloves for 5 minutes , 
stirring now and then . 
5. Meanwhile , empty the korma spice 
paste and coconut cream ( break it 
up into small chunks ) into a mug and 
mix with 2 tbsp of hot water from the 
kettle . Set aside . 
6. If you have time , pick out and press the 
cardamom pods from the biryani 
spice pot , to release more flavour . 
Add the biryani spice pot and 
cinnamon into the sprout pan . Fry 
for 30 seconds or so , until the spices 
smell fragrant . 7. Stir in the korma spice paste mix , 
sultanas and a mug of hot water from 
the kettle ( 300ml ) . Add a pinch or more 
of chilli flakes , to your taste for heat . 
Simmer gently for now . 
8. After 15 minutes , drain the rice . Stir it 
into the frying pan . Simmer for 5 more 
minutes , stirring often , until the water 
is absorbed , the rice cooked through 
and the Brussels tender . 
9. Dry the empty rice saucepan and use it 
to heat the almonds for 3-4 minutes , 
until lightly golden . Transfer to a plate . 
Season the rice and add lime juice , 
all to taste . Remove the cinnamon , 
cardamom and garlic ( or eat around 
them ) . 
10. Serve topped with freshly chopped 
coriander , almonds and wedges 
of remaining lime , with mango 
chutney on the side .","Ingredients
200g Brussels sprouts
125g brown basmati rice
1 leek
2 garlic cloves
1 pack korma spice paste
1 pack coconut cream
1 frying pan biryani spice pot
1 cinnamon stick
40g sultanas
1/4 tsp chilli flakes - add to taste
20g flaked almonds
1 lime
1 bag coriander
1 pot mango chutney"
IMG_1171.JPG,Speedy Tofu & Spinach Tikka Masala,"1. Before you start , boil a kettle of water
and have all your ingredients washed
and your equipment ready to hand .
2. Rinse the rice well in a sieve . Transfer
it to a small saucepan with a good
pinch of salt . Pour in plenty of boiled
water and boil for 18 minutes , until
tender with a little bite , while you
continue .
3. Slice the pepper into thin rings ,
avoiding the seeds .
4. Heat 1 tbsp of oil in a large heavy
based saucepan . Fry the pepper on
a medium heat for 3 minutes , stirring
often and adding a splash of water if
it looks like catching , until starting to
soften .
5. Meanwhile , chop the tomatoes into
wedges .
6. Stir the tomato purée , tikka
masala spice pot and chilli flakes
to your taste into the pepper for 30
seconds ( if you're unsure about the
chilli , add some now and sprinkle more
over at the end ) .
7. Stir in the tomatoes and half a standard mug of water ( approx . 160ml ) . Season with salt and pepper . Bring to a low boil and let it simmer and reduce a little , for 5 minutes or so . Stir now and then and add a splash more water if the sauce looks like it's getting too thick for your liking .
8. Meanwhile , chop the tofu into chunks .
9. Stir the tofu into the curry sauce and
add the spinach in handfuls , until it
just wilts in - it will take just a couple of
minutes .
10. Season the curry with lime juice and
more salt and pepper to your taste .
11. Serve with the cooked and drained rice
and some freshly chopped coriander
and more chilli flakes , if you like and
haven't used them all already .","Ingredients
125g brown basmati rice
1 Romano pepper
4 tomatoes
1 tbsp tomato purée
1 tikka masala spice pot
1/2 tsp chilli flakes - add to your
taste for heat
1 marinated tofu
1 bag baby spinach
1 lime
1 bag coriander"
IMG_1169.JPG,Spring Tofu Larb,"1. Before you start , get all your ingredients
a kettle .
2. Rinse the rice in a sieve . Transfer to a
medium saucepan with a pinch of salt .
Add plenty of boiled water . Boil for 17
18 minutes , until just tender with a little
bite , while you continue .
3. Halve , peel and finely slice half the
onion ; add it to a bowl and squeeze
over the juice of 1 lime . Using a third
of the cucumber , halve it lengthways ,
use a teaspoon to scoop out the seeds ,
or leave them in for speed , if you're not
a speedy prepper , then thinly slice into
half - moon shapes . Mix with a pinch of
salt . Set aside .
4. Peel off the woodier outer layer of the
lemongrass ; bash the base of the
stalk with a wooden spoon or rolling
pin , then finely slice the bottom third .
Bend the rest of the stalk and pop that
into the rice water ; it'll add a little more
flavour to that as it boils .
5. Drain the tofu and cut into approx .
2cm pieces .
6. Peel and finely grate the garlic .
7. Slice the chillies into thin rings ; you
can keep the seeds in , for extra heat .
8. Roughly chop the coriander , stalks and all , and shred 2 tbsp of mint leaves .
9. In a second bowl , mix the sugar , miso and tamari to make a sauce .
10. Pick 10-12 or so lettuce leaves ,
depending on size .
11. Heat 2 tbsp of oil in a large frying pan . Add the lemongrass . Stir - fry for 1
min . Add the garlic , tofu and some
chilli , to taste ( larb is usually quite
spicy , but it's up to you ) . Stir - fry for 1
minute to warm it all through . Add the
miso sauce , half the coriander and
mint and stir - fry for a few seconds , to
coat the tofu . Set aside .
12. Drain the cooked rice into a sieve and
rinse it under cold water to cool it . Press
with a spoon to remove excess water .
13. Fill the lettuce leaves with some
rice , tofu , cucumber and onion
( any leftover could be used in more
lettuce leaves , if you have a larger
appetite , or saved ) , then some
remaining coriander , mint and more
fresh chilli , added to taste . Serve","Ingredients 
75g brown basmati rice 
1/2 red onion 
2 limes - the skin of your limes 
may look a little discoloured , 
but the juice is fine to use - we 
don't like to waste them 
1/3 cucumber 
1 lemongrass stalk 
1 pack marinated tofu 
2 garlic cloves 
2 chillies - add to taste 
1 bag coriander 
1 bag mint 
1 tsp light brown sugar 
1 tbsp brown miso 
2 tbsp tamari 
2 Little Gem lettuce"
IMG_1170.JPG,Red Thai Cauli & Cashews with Garlic Rice,"1. Before you start ensure you have all 
your ingredients washed and ready with 
your equipment to hand . 
2. Peel and slice 3 garlic cloves into thin 
slivers . Boil a kettle of water . 
3. Split the cauliflower into small bite 
sized florets . You will need to use a 
little judgement here as to how much to 
prepare , as they can vary in size - as a 
guide , we used 350g . Keep any lighter 
inner leaves too , they can be used . 
4. Slice the pepper into thin rings , 
avoiding the seedy end . 
5. Bash the base of the lemongrass 
stalk so it splits slightly . Sit it in a 
small saucepan . Rinse the rice in a 
sieve . Transfer to the saucepan , add a 
good pinch of salt and plenty of boiled 
water to cover it well . Bring to the boil 
and cook for approx . 10-12 minutes , 
until tender with a little bite . ( It doesn't 
matter that the lemongrass will be 
poking out ) . 
6. In a large frying pan or wok , toast the cashews for 2 minutes on a medium 
high heat - keep them moving or they will burn . Transfer to a plate . 7. Heat a thin layer of oil in the same 
frying pan . Fry the garlic slivers for 
approx . 1 minute , until lightly golden , 
then scoop them onto a plate , leaving 
the remaining garlic oil in the pan . 
8. Add the cauliflower florets and 
leaves , and pepper to the pan . Fry for 5-6 minutes . Cover with a lid , if you 
have one handy , or use a roasting tin , 
to help the veg soften . Shake the pan 
every so often . 
9. Add the spice pastes to the . 
cauliflower - all or a little less for 
a milder flavour . Stir in the ground 
ginger and black onion seeds . Stir 
fry for approx . 2 minutes . You want the 
veg just tender with a little bite . 
10. Drain the rice , discarding the 
lemongrass and return to the 
saucepan . Stir in the garlic slivers . 
11. Add the cashews to the cauliflower , 
season and add lime juice to taste . 
Serve with the rice , with freshly 
chopped coriander .","Ingredients 
3 garlic cloves - you have been 
given a whole bulb 
1 cauliflower - use it all if 
small , or % if large 
1 Romano pepper 
1 lemongrass 
125g white basmati rice 
50g cashews 
2 red Thai spice pastes - add 
to taste 
1/2 tsp ground ginger 
1 tsp black onion seeds 
1 lime 
1 bag coriander"
IMG_1168.JPG,Quick Spinach & Carlin Pea Masala,"1. Trim and thinly slice the spring
onions - use both the white and green
parts .
2. Peel and finely grate or chop the
garlic . Roughly dice the tomatoes .
3. Drain and quickly rinse the carlin
peas .
4. Put the coconut milk in a jug , stir the solids and liquid parts together . You just need half in this recipe .
5. Heat 1/2 tbsp of oil in a large saucepan . Fry the spring onions for 1 minute .
6. Add the garlic , chana masala spice pot and chilli powder ( to your taste for heat ) and stir for 30 seconds .
7. Add tomatoes and carlin peas , then stir in the coconut milk .
8. Simmer for 6 minutes . If it needs a little
loosening , add a splash of water or a little more coconut milk if you prefer .
9. Meanwhile , shred 2 tbsp worth of mint leaves .
10. Pop 2 pitta breads into your toaster , ready to toast them just before serving , until they are warm and starting to crisp .
11. After 6 minutes , stir the spinach into the saucepan , in handfuls , until wilted in .
12. Stir in half the mint , season with salt and pepper and add lemon juice , all to taste .
13. Serve scattered with remaining mint , the toasted pitta and snap chutney - you can either drizzle this over the masala or dip the pitta in to it .","Ingredients
2 spring onions
2 garlic cloves
4 tomatoes
1 tin carlin peas
1/2 tin coconut milk
1 chana masala spice pot
1/2 tsp chilli powder - add to
taste
1 bag mint
2 pitta bread
1 bag baby spinach
2 packs tomato & onion Snap, 1 lemon"
IMG_1167.JPG,' Creamy ' Broad Bean & Fennel Penne,"1. Put a large saucepan of salted water on to boil ,
2. Trim the fennel , reserving any of the bright green fronds . Halve it lengthways , then cut into thin slices , as thin as you can manage ( no need to cut the core out at the base ) .
3. Heat 1 tbsp of oil in a large frying pan .
Add the fennel and fennel seeds
and begin cooking them very gently ,
you continue . Give the fennel an
occasional stir and add a little splash of
water at intervals as needed , to help it
soften and prevent it from catching .
while
4. Pod the broad beans . Peel and finely
chop or grate the garlic . Roughly chop
the parsley , stalks and all . Halve the
lemon .
5. Boil the penne for 10 minutes then
add the broad beans for the last 2
minutes . Drain , reserving a little of the
cooking water .
6. Stir the garlic into the softened fennel
and cook for 1 minute .
7. Pour in the wine and add handfuls of
spinach , until it wilts down .
8. Add the cooked and drained penne and broad beans .
9. Add a little soy cream to your liking ( you won't need the whole pack , just couple of tbsp or so , as it's quite thick and also thickens further as it cooks ) . Loosen with a little pasta cooking water to your liking .
10. Stir through most of the parsley and
all the nutritional yeast . Season and
add lemon juice to taste .
11. Serve sprinkled with remaining
parsley and some chopped fennel
fronds , if there were any on the bulb .","Ingredients
1 fennel bulb
1 tsp fennel seeds
400g broad beans
2 garlic cloves
1 bag parsley
1 lemon
175g penne
100ml white wine
1 bag baby spinach
1 pack soy cream - use approx .
2 tbsp
2 tbsp nutritional yeast - your
pot is labelled yeast flakes"
