,original_filename,title,instructions,ingredients,clean_ingr,clean_ingredients,units,quantities,addon
105,IMG_1165.JPG,Nasi Goreng with Peanuts and Sriracha,"1. Boil a kettle. 
2. Using about a third of the cucumber, 
halve it lengthways, then slice into 
thin half - moon shapes. Halve, peel 
and thinly slice the onion. Mix half 
the onion in a bowl with the chopped 
cucumber, vinegar and 1 tbsp of 
sugar. Set aside. Give it a mix now and 
then. 
3. Rinse the rice in a sieve under cold 
water, until the water runs clear. 
Transfer it to a medium saucepan 
a pinch of salt. Add plenty of boiled 
water and cook for 18-20 minutes, while 
you continue, until just tender with a 
little bite. with 
4. Strip the spring greens off their 
stalks and thinly shred the leaves. 
5. Peel and coarsely grate the carrot ( s ). 
Chop the coriander, stalks and all. 
Thinly slice one chilli ( leave the seeds 
in for more heat ). 
6. Roughly chop the peanuts. In a large 
frying pan, toast the peanuts for 2-3 
minutes, then transfer to a plate. 
7. Heat 1/2 tbsp of oil in the same frying 
pan. Fry the remaining onion with the 
spring greens, ground ginger and 
chilli ( to your taste ) for 2-3 minutes, to soften them all slightly ( see tip ). Season 
and add a squeeze of lime to taste, 
then transfer to a plate and cover with 
another upside - down plate to keep it 
warm. 
8. Wipe the frying pan clean, then heat ½ / 2 
tbsp of oil. Fry the eggs for 2-3 minutes, 
to your liking - we like a runny yolk ! 
9. Drain the cooked rice. Serve with the 
stir - fried veg, grated carrot, pickled 
cucumber, and an egg on top. 
10. Drizzle over some sriracha to your 
liking, then scatter over the peanuts, 
coriander and more freshly chopped 
chilli too, if you like. Add extra wedges 
of lime, if you like.","1/3 cucumber, 1 red onion, 1 tbsp rice vinegar, 1 tbsp light brown sugar ( from, your store cupboard ), 150g brown basmati rice, 200g spring greens, 1 large or 2 smaller carrots, 1 bag coriander, 2 chillies - add to taste, 30g peanuts, 1/2 tsp ground ginger, 1 lime, 2 eggs, 2 packs sriracha - add to taste","cucumber, red onion,  rice vinegar,  light brown sugar ,  brown basmati rice,  spring greens, large or smaller carrots,  coriander, chillies - add to taste,  peanuts,  ground ginger, lime, eggs,  sriracha - add to taste","['', 'tbsp', 'tbsp', 'g', 'g', 'bag', 'g', 'tsps', '']","['0.333', '1', '1', '150', '200', '1', '30', '0.5', '2']","['cucumber', 'rice vinegar', 'light brown sugar', 'brown basmati rice', 'spring greens', 'coriander', 'peanuts', 'ground ginger', 'eggs']","1 red onion, (from, your store cupboard), 1 large or 2 smaller carrots, 2 chillies - add to taste, 1 lime, 2 packs sriracha - add to taste"
107,IMG_1157.JPG,"Cauli & Wild Rice Koshari , Dukkah & Orange","1. Put a medium saucepan of salted water 
on to boil. Make the dukkah ; roughly 
chop the hazelnuts. In a dry frying 
pan, toast the spice pot for a couple 
of minutes on a lowish heat, until it 
is smelling fragrant. If you have a 
spice blender, transfer it to that with 
the hazelnuts, and blitz to a coarse 
mixture. Alternatively, you can pound 
it all in a pestle and mortar, or just give 
everything a good chop altogether. 
2. Boil the wild rice for 25 minutes, then 
add the orzo and cook for a further 7-8 
minutes, until the orzo is just tender. 
3. Meanwhile, halve, peel and thinly slice 
the brown onions. Dust the brown 
onions in a dish in a little seasoned 
flour to coat them. Halve, peel and 
finely dice the red onion. 
4. Heat 1 tbsp of oil in a medium 
saucepan. Gently fry the red onion 
for 5 minutes, while you continue, then 
remove from the heat. 
5. Preheat the oven to 200 ° C / Gas 6. Heat 
a 2-3cm layer of oil in the frying pan, 
to a medium heat ( 180 ° C ). Fry half the 
brown onions in the oil, watching 
them constantly, until golden brown. 
Take care with this ; see our cook's note 
if you're not that confident at frying 
them in this amount of oil. When done, 
carefully scoop onto a plate lined with 
kitchen paper to drain them. Repeat 
with remaining onions, reusing the oil. 6. Peel and finely chop or grate the 
garlic. Chop the chillies into thin 
rings. 
7. Trim the leaves off the cauliflower. 
Chop the cauliflower into bite - sized 
florets. You can use the small central 
leaves in the dish too. Toss the florets 
in a roasting tin in oil, with salt and 
pepper. Drain the chickpeas. You just 
need a third of the tin in this dish. Toss 
them with the cauliflower. Roast the 
cauliflower and chickpeas for 15 
minutes or so, until the cauliflower is 
just tender and starting to colour. Give 
it a toss halfway through, adding the 
cauliflower leaves at this point. 
8. Return the onion saucepan to the heat. 
Stir the garlic, ground coriander, 
vinegar and half the chilli into the 
saucepan for 1 minute. Add the tinned 
tomatoes, season and let it gently 
simmer for 10 minutes, adding a third. 
of the tin of ( drained ) lentils halfway 
through, while you continue. 
9. Prepare the orange into thin discs - see 
tip. Chop the parsley, stalks and all. 
10. Drain the cooked rice and orzo, then 
toss them back in the pan with a splash 
of olive oil, lemon juice and season. 
11. Layer up the cauli, rice, orzo, 
tomato sauce, orange, parsley, 
dukkah and crispy onions. Sprinkle 
over remaining chilli to finish, to taste.","50g whole toasted hazelnuts, 1 dukkah spice pot, 50g wild rice, 30g orzo pasta, 2 brown onions, 1 red onion, plain flour - from your store cupboard, 2 garlic cloves, 2 chillies - add to taste, 1 cauliflower - we used 350g, 1 tin chickpeas - use a third of the tin, 1 tsp ground coriander, 1 tbsp cider vinegar, 1 tin chopped tomatoes, 1 tin dark lentils - use a third of, the tin, 1 blood orange, 1 bag parsley, 1 lemon"," whole toasted hazelnuts, dukkah spice pot,  wild rice,  orzo pasta, brown onions, red onion, plain flour - from your store cupboard, garlic cloves, chillies - add to taste, cauliflower - we used ,  chickpeas - use a third of the tin,  ground coriander,  cider vinegar,  chopped tomatoes,  dark lentils - use a third of, the tin, blood orange,  parsley, lemon","['g', 'g', 'g', 'tin', 'tsp', 'tbsp', 'bag', '']","['50', '50', '30', '1', '1', '1', '1', '1']","['whole toasted hazelnuts', 'wild rice', 'orzo pasta', 'plain flour', 'chickpeas', 'ground coriander', 'cider vinegar', 'tomatoes']","1 dukkah spice pot, 2 brown onions, 1 red onion, - from your store cupboard, 2 garlic cloves, 2 chillies - add to taste, 1 cauliflower - we used 350 g, - use a third of the tin, 1 tin chopped, 1 tin dark lentils - use a third of, the tin, 1 blood orange"
109,IMG_1161.JPG,Aloo Gobi Traybake & Mint Yogurt,"1. Preheat your oven to 190 ° C / Gas 5. 
2. Scrub and chop the potatoes into 
wedges. Chop enough cauliflower to 
your liking into medium - sized florets 
( we prepared approx. 350g as a guide ). 
3. Peel and chop the onion into wedges. 
Peel and finely grate or chop the 
garlic and ginger. Slice the chilli 
into thin rings. 
4. Drain and rinse the black beans. You 
just need half the tin in this recipe. 
5. Toss the potatoes and onion in a 
large roasting tin with just enough oil 
to coat and season with salt and pepper. 
Roast for 15 minutes. 
6. Toss in the cauliflower, flipping over 
the onion and potatoes as you do so. 
Roast for a further 10 minutes. 
7. Add the garlic, ginger, aloo gobi 
spice pot and half the chilli, if you 
like more heat. Toss to coat with the 
spices. Roast for 5 minutes more. 
8. Toss with the black beans and 
passata. Rinse out the passata jar 
with a little splash of water ; add that. 
Bake for a further 10 minutes. 9. Shred 2 tbsp worth of mint leaves. In 
a small bowl, mix the mint with the 
yogurt and relish ( to your taste ). 
10. Check the aloo gobi seasoning for salt 
and pepper and add lemon juice to 
taste. Add a splash of water to loosen, to 
serve, if you like. 
11. Chop the coriander ( use the stalks 
too ). Scatter it over the aloo gobi, along 
with extra chilli if you like, and serve 
with the mint yogurt,","300g potatoes, 1 small cauliflower or 1/2 if, large, 1 red onion, 2 garlic cloves, 1 piece ginger, 1 chilli - add to taste, 1/2 tin black beans, 1 aloo gobi spice pot, 400ml passata, 1 bag mint, 1 pot yogurt, 2 packs Snap tomato & onion, relish - add to taste, 1 lemon, 1 bag coriander"," potatoes, small cauliflower or if, large, red onion, garlic cloves, piece ginger, chilli - add to taste,  black beans, aloo gobi spice pot,  passata,  mint, pot yogurt,  Snap tomato & onion, relish - add to taste, lemon,  coriander","['g', '', 'piece', 'tin', 'ml', 'bag', 'packs', 'bag']","['300', '1', '1', '0.5', '400', '1', '2', '1']","['potatoes', 'red onion', 'ginger', 'black beans', 'passata', 'mint', 'Snap tomato & onion', 'coriander']","1 small cauliflower or 0.5 if, large, 2 garlic cloves, 1 chilli - add to taste, 1 aloo gobi spice pot, 1 pot yogurt, relish - add to taste, 1 lemon"
111,IMG_1160.JPG,Cauliflower and Cashew Biryani,"1. Peel, halve and finely slice the onion.
2. Peel and finely chop or grate the garlic and ginger. Cut the chilli down the centre and finely chop, discarding the seeds if you like.
3. Remove the tough outer leaves of the cauliflower and chop into bite - size floręts. Our caulis vary in size ; we prepared 3 handfuls of florets - you can use the stalk too.
4. Roughly chop the coriander, stalks and all. Cut the lemon into wedges.
5. Heat 1 tbsp oil in a large saucepan or casserole, add the onion and gently fry for 8 minutes, covered with a lid,
to start to soften. Stir now and then, to check it is not catching, add a splash of water if it looks like it might.
6. Meanwhile, rinse the rice well in a sieve and set aside for now.
7. After the onion has fried for 8 minutes,
boil a kettle. To the onion, add the garlic, ginger, chilli to your taste ( if unsure, add some now and save some to garnish with later ), korma paste,
cinnamon stick and spice pot.
Stir - fry for 2 minutes, until fragrant.
Remove the pan from the heat for a moment.
8. Heat 1 tbsp oil in a large frying pan or wok. Add the cauliflower and cashews and stir - fry for 2 minutes,
until they have taken on a little colour.
9. Transfer the cauliflower and cashew mixture to the saucepan. Stir to coat in the spices. Return the saucepan to the heat.
10. Stir in the rice, pour over 300ml boiled water and cover with a lid. Bring up to the boil, turn the heat down and simmer over the lowest heat for approx. 13 minutes, until the rice and cauliflower are just tender. Keep an eye on the rice, towards the end to make sure it is not catching on the bottom.
11. Uncover the rice and add a few handfuls of spinach - on top of the rice is fine, no need to stir it in at this stage. Recover and set aside off the heat for 3-4 minutes, until the spinach is wilted.
12. Gently fluff the rice, stirring the spinach in as you do so. Remove the cinnamon stick.
13. Check the seasoning, then serve garnished with coriander and any remaining chilli, if you like, with lemon wedges for squeezing.","1 onion, 2 garlic cloves, 1 piece ginger, 1 chilli - add to taste, 1 cauliflower - if large use , if, small , use it all, 1 bag coriander, 1 lemon, 125g white basmati rice, 1 korma paste, 1 cinnamon stick, 1 cauli biryani spice pot, 50g cashews, 1/2 bag baby spinach","onion, garlic cloves, piece ginger, chilli - add to taste, cauliflower - if large use , if, small , use it all,  coriander, lemon,  white basmati rice, korma paste, cinnamon stick, cauli biryani spice pot,  cashews,  baby spinach","['', 'piece', 'bag', '', 'g', 'g']","['1', '1', '1', '1', '125', '50']","['onion', 'ginger', 'coriander', 'lemon', 'white basmati rice', 'cashews']","2 garlic cloves, 1 chilli - add to taste, 1 cauliflower - if large use, if, small, use it all, 1 korma paste, 1 cinnamon stick, 1 cauli biryani spice pot, 0.5 bag baby spinach"
112,IMG_1158.JPG,"Roast Broccoli , Blood Orange & Couscous","1. Preheat your oven to 200 ° C / Gas 6.
Halve, peel and finely dice the onion.
Heat 1 tbsp of oil in a small - medium saucepan and gently fry the onion for 8 minutes, stirring often, until softened.
Add a splash of water if it looks like catching at any stage.
2. Meanwhile, in a dry frying pan, gently toast the pine nuts for 2-3 minutes,
until lightly golden. Keep a good eye on them as they can catch and burn easily.
Transfer to a plate. While the pine nuts are toasting, boil a kettle.
3. Dice the courgette up, quite small ;
approx. 1 cm. Chop the olives and sun - dried tomatoes quite small.
4. Once the onion has softened, remove the pan from the heat and add the olives, sun - dried tomatoes,
courgette, herbes de Provence,
toasted pine nuts and some salt and pepper to season. Add the couscous and stir to mix everything.
5. Pour over enough boiled water to cover the mixture by lcm ( we used 250ml ).
Cover with a plate or baking tray and let the couscous sit and absorb the liquid, while you continue.
6. Split the broccoli so all of the pieces are roughly the same thickness, and not too fat, so they roast in time.
7. Toss the broccoli in a roasting tin ( no oil is required ) and start roasting them whilst you make the tahini mixture.
8. In a small bowl, mix the pesto with 1 tbsp of olive oil and 1 tbsp of lemon juice. Peel and finely grate or chop the garlic and add that, with some salt and pepper to season. Finely chop the chilli to your taste. Add half the chopped chilli to the pesto mixture.
9. Remove the broccoli from the oven, toss with the pesto mixture and carefully toss together. Roast for approx. a further 7-8 minutes or so,
until the broccoli pieces are cooked,
with a little bite, and slightly colouring.
10. Meanwhile, peel and slice the oranges into thin rounds ( prepare as much as you like, depending on your appetite -
see our tip for preparing them ).
11. Heat the frying pan. Add the spinach and cook with the teensiest splash of water to help them wilt, for 1-2 minutes.
12. Add a little olive oil to the couscous.
Fluff it up with a fork, stirring in the wilted spinach.
13. Serve the couscous with the oranges and roasted broccoli, sprinkled with some remaining chilli, if you like.","1 red onion, 1 pot pine nuts, 1 courgette, 30g black olives - please check, for stray stones, 10g sun - dried tomatoes, 1 tsp herbes de Provence, 100g couscous, 200g purple sprouting broccoli, 2 tbsp red pesto, 1 lemon, 1 garlic clove, 1 chilli - add to taste, 2 blood oranges, 1 bag baby spinach","red onion, pot pine nuts, courgette,  black olives - please check, for stray stones,  sun - dried tomatoes,  herbes de Provence,  couscous,  purple sprouting broccoli,  red pesto, lemon, garlic clove, chilli - add to taste, blood oranges,  baby spinach","['', 'tsp', 'g', 'g', 'tbsps']","['1', '1', '100', '200', '2']","['red onion', 'herbes de Provence', 'couscous', 'purple sprouting broccoli', 'red pesto']","1 pot pine nuts, 1 courgette, 30 g black olives - please check, for stray stones, 10 g sun - dried tomatoes, 1 lemon, 1 garlic clove, 1 chilli - add to taste, 2 blood oranges, 1 bag baby spinach"
113,IMG_1156.JPG,Squash & Coconut Stir - fry,"1. Boil a kettle.
2. Chop the top half of the squash away from the bottom ( you just need the top half for this recipe - avoiding the seeds ! ). Use a good peeler or sharp knife to remove the skin. Cut into approx.
1cm discs. Layer up the discs and chop into approx. 1cm thick batons - make sure the squash pieces aren't too large,
so they cook in time. We used 400g of prepared squash.
3. Halve, peel and thinly slice the onion.
Shred 2 handfuls of cabbage.
4. Heat 1 tsp of oil in a large frying pan.
Add the squash and onion, then stir - fry on a medium - high heat for 2 minutes. Add the squash stir - fry spice pot and a splash of water to loosen it, just a tbsp or so ; fry for a further 30 seconds.
5. Add 100ml of boiled water. Continue to cook for 4 minutes on a medium heat,
covered with a lid ( or use a roasting tray ). Uncover and cook for a further approx. 4-6 minutes, stirring regularly,
adding a splash more boiled water if the mixture looks like it may catch, until the squash is almost cooked through.
You want all the water to have gone by the end of this.
6. Meanwhile, rinse the rice in a sieve.
Tip into a medium saucepan. Add a pinch of salt and plenty of boiled water.
Boil for approx. 10 minutes, until tender.
7. Crumble three - quarters of the coconut cream into a mug ; pour over 3 tbsp of boiled water. Set aside to melt.
8. Chop the chilli into thin rings ( leave the seeds in for more heat or deseed if you prefer ).
9. Increase the squash pan heat slightly.
Add the cabbage and desiccated coconut, with chilli ( to your taste for heat. You could save some to garnish with later ). Stir - fry for approx. 4 minutes, until the veg is just tender - the odd piece of squash may break up.
10. Drain the cooked rice. Quickly and roughly chop the coriander, stalks and all.
11. Stir the coconut cream and coriander into the squash. Season,
add a good squeeze of lime juice and any remaining chilli, all to taste. Serve with the rice.","1/2 Butternut squash , 1 onion , 1 pointed cabbage , 1 squash stir - fry spice pot , 125g white basmati rice , 3/4 pack coconut cream - this is , for your calorie and fat count , , use it all if you prefer , 1 chilli - add to taste , 20g desiccated coconut , 1 bag coriander , 1 lime - our limes may have a , little skin discolouration but the , juice inside is fine to use","Butternut squash , onion , pointed cabbage , squash stir - fry spice pot ,  white basmati rice ,  coconut cream - this is , for your calorie and fat count , , use it all if you prefer , chilli - add to taste ,  desiccated coconut ,  coriander , lime - our limes may have a , little skin discolouration but the , juice inside is fine to use","['', 'g', 'packs', 'bag']","['0.5', '125', '0.75', '1']","['Butternut squash', 'white basmati rice', 'coconut cream', 'coconut']","1 onion, 1 pointed cabbage, 1 squash stir - fry spice pot, - this is, for your calorie and fat count, use it all if you prefer, 1 chilli - add to taste, 20 g desiccated, 1 lime - our limes may have a, little skin discolouration but the, juice inside is fine to use"
114,IMG_1154.JPG,Yaki Udon Noodles & Five - spice Greens,"to broths and stir - fries, along with any leftover cabbage.
1. Halve the leek, lengthways, thinly shred each half and wash well in a sieve to remove any grit. Halve, peel and thinly slice the onion.
2. Slice the tofu into small cubes. Discard the tough outer leaves of the cabbage, halve and finely shred a few good handfuls.
3. Put a medium pan of water on to boil.
4. Peel and finely grate the garlic and ginger. Slice the chilli into thin rings - use as much as you like, according to your taste for heat.
5. In a dry wok or large frying pan, toast the sesame seeds for a couple of minutes until they are smelling fragrant, then transfer them to a plate.
6. In a small bowl, mix the mirin, Worcester sauce, half the pack of ketjap manis and half the pack ( 1/2 tbsp ) of sesame oil. You can add a pinch or two of sugar from your store - cupboard too if you like, but as you have a sweeter soy in the ketjap manis here, it's not essential. Set aside for now.
7. Heat 1 tbsp of oil in the wok or large frying pan. Gently stir - fry the onion and leek on a medium heat, not too high, for approx. 8 minutes, until softened. Transfer to a plate for a moment.
8. Meanwhile, boil the udon noodles ( just two - thirds of the pack is all that's needed ) for 8-9 minutes, until just tender, then drain them in the sieve. Keep the empty saucepan on the hob but off the heat.
9. Give the wok or frying pan a little wipe. Add 1 tbsp of oil, then heat it again to a high heat and stir - fry the tofu for a couple of minutes, until it starts to crisp.
10. Turn the heat down a little, add the garlic, ginger, five - spice and cabbage to the tofu and stir - fry until the cabbage has just wilted ( approx. 3-4 minutes ). Stir in the leek and onion mixture, check the seasoning, then transfer it all to the saucepan the noodles were cooked in to keep it warm.
11. Quickly add the cooked noodles to the wok or frying pan, with the sauce in the small bowl, and stir - fry to coat the noodles and let everything get a little sticky. Taste and add more ketjap manis to your liking.
12. Serve the noodles with the tofu and cabbage, drizzled with remaining sesame oil and scattered with sesame seeds and chilli to your taste.","1 leek, 1 red onion, 1 pack marinated tofu, 1 Savoy cabbage, 1-2 garlic cloves , depending how strong you like the flavour of it, 1 piece ginger, 1 chilli - add to taste, 2 tbsp sesame seeds, 1 tbsp mirin, 1 Worcester sauce, 1/2 pack ketjap manis - add to taste, tsp, 1 tbsp toasted sesame oil, 2/3 pack udon noodles, 1 tsp Chinese five - spice powder","leek, red onion,  marinated tofu, Savoy cabbage, 1-garlic cloves , depending how strong you like the flavour of it, piece ginger, chilli - add to taste,  sesame seeds,  mirin, Worcester sauce,  ketjap manis - add to taste, tsp,  toasted sesame oil,  udon noodles,  Chinese five - spice powder","['', 'piece', 'tbsps', 'tbsp', 'tbsp', 'packs', 'tsp']","['1', '1', '2', '1', '1', '0.667', '1']","['leek', 'ginger', 'sesame seeds', 'mirin', 'toasted sesame oil', 'udon noodles', 'Chinese 5']","1 red onion, 1 pack marinated tofu, 1 Savoy cabbage, 1-2 garlic cloves, depending how strong you like the flavour of it, 1 chilli - add to taste, 1 Worcester sauce, 0.5 pack ketjap manis - add to taste, tsp"
115,IMG_1155.JPG,One - pot Courgette & Carlin Pea Curry,"1. Trim and thinly slice the spring onions - use both the white and green parts. Deseed and finely chop the chillies. Peel and finely grate or chop the garlic.
2. Halve the cherry tomatoes. Scrub the potatoes clean, then chop into bite - sized chunks ( no need to peel ).
Halve the courgettes, lengthways,
then chop into bite - sized chunks - ours vary in size, so prepare as much as you like to suit your appetite.
3. Mix the coconut milk together to amalgamate the solids and liquids - you bowl first. You just need 160ml in this recipe ( for your fat and calorie count,
4. Drain and rinse the carlin peas. You just need two - thirds of the tin in this recipe.
5. In a good - sized saucepan, heat 1 tbsp of oil and add the spring onions and potatoes. Stir - fry on a low - medium heat for 2 minutes.
6. Stir in the garlic, chilli, courgette curry spice pot and dried turmeric. Cook for 1 minute.
7. Add 160ml of coconut milk, 250ml of water, the carlin peas ( two - thirds of the tin ), the cherry tomatoes and cinnamon stick. Bring to the boil,
reduce the heat and simmer for 12 minutes. Keep an eye on the liquid as it cooks ; add a splash of water to thin it a little at any stage if needs be.
8. Add the courgettes. Cook for 6-7 minutes or so, until the potatoes and courgettes are just tender.
9. Meanwhile, chop the coriander, stalks and all.
10. Remove the cinnamon stick from the curry and check the seasoning. Add a three - quarters of the coriander and a squeeze of lime juice to brighten the dish, to your taste.
11. Serve sprinkled with remaining coriander and extra chilli, if you like and haven't used it all already.","1 bunch spring onions, 2 chillies - add to taste, 2 garlic cloves, 1 punnet cherry tomatoes, 2 standard potatoes or more if, smaller, 2 courgettes, 160ml coconut milk, 2/3 tin carlin peas, 1 courgette curry spice pot, 1/2 tsp dried turmeric - you have, been given a 1 tsp pot, 1 cinnamon stick, 1 bag coriander, 1 lime","bunch spring onions, chillies - add to taste, garlic cloves, punnet cherry tomatoes, standard potatoes or more if, smaller, courgettes,  coconut milk,  carlin peas, courgette curry spice pot,  dried turmeric - you have, been given a  pot, cinnamon stick,  coriander, lime","['bunch', '', 'ml', 'tin', 'bag', '']","['1', '2', '160', '0.667', '1', '1']","['spring onions', 'courgettes', 'coconut milk', 'carlin peas', 'coriander', 'lime']","2 chillies - add to taste, 2 garlic cloves, 1 punnet cherry tomatoes, 2 standard potatoes or more if, smaller, 1 courgette curry spice pot, 0.5 tsp dried turmeric - you have, been given a 1 tsp pot, 1 cinnamon stick"
116,IMG_1153.JPG,"Roast Cauli , Sage & Lemon Gnocchi Bake","1. Preheat your oven to 190 ° C / Gas 5.
2. Peel, halve and chop the onion through the root, into thin wedges. Peel and finely chop or grate the garlic.
3. Remove any tough outer leaves from the cauliflower, reserving any smaller, tender leaves. Chop into medium - sized florets ; we prepared 400g of cauliflower.
4. Finely grate the zest of half the lemon.
Pick the sage leaves from the stalks.
5. Put the onion, garlic, cauliflower,
any cauliflower leaves, lemon zest,
sage and gnocchi in a large roasting tin.
6. Drizzle over 2 tbsp of olive oil, season to taste and toss together to coat.
Spread everything out into a single layer. Dot over a knob of butter.
Roast for 20-25 minutes, until the cauliflower and onion are almost tender.
7. Remove the tin from the oven and add a few handfuls of spinach, stirring them through gently. Sprinkle over the cheese and bake for a further 4-5 minutes, until the spinach is just wilted.
8. Add a couple of spoonfuls of crème fraîche, along with a splash of water. Gently stir through. Check the seasoning.
9. Serve, with a squeeze of lemon juice, if you like.","1 red onion, 2 garlic cloves, 1 cauliflower, 1 lemon, 1 bag sage, 1 pack gnocchi, butter - from your fridge, 1/2 bag baby spinach, 40g Italian - style hard cheese, 1 pot crème fraîche","red onion, garlic cloves, cauliflower, lemon,  sage,  gnocchi, butter - from your fridge,  baby spinach,  Italian - style hard cheese, pot crème fraîche","['', '']","['1', '1']","['red onion', 'lemon']","2 garlic cloves, 1 cauliflower, 1 bag sage, 1 pack gnocchi, butter - from your fridge, 0.5 bag baby spinach, 40 g Italian - style hard cheese, 1 pot crème fraîche"
117,IMG_1149.JPG,"Sweet Potato , Leek and Sesame Noodles","1. Halve, peel and finely slice the onions.
Peel the sweet potato and cut into roughly 12 cm cubes. Trim the leek,
slice in half lengthways and rinse out any grit from the root down. Cut into 1cm thick slices.
2. Heat 12 tbsp oil in a large frying pan. Add the onion, sweet potato and leek and begin gently frying for approx. 10-12 minutes, covered with a lid or roasting tray, until just tender.
Give them a stir occasionally and add a splash of water if they look like they're catching.
3. Boil a kettle.
4. Peel and finely chop or grate the ginger and garlic ( grating is quicker ).
5. Fill a medium saucepan with boiling water and cook the noodles for 4-5 minutes, stirring every now and then to prevent them sticking.
6. In a small bowl, combine the sesame seeds, mirin, rice vinegar and half the ketjap manis and half the pot of tamari ( 1 tbsp ).
7. Drain the noodles into a sieve and run under cold water to prevent them cooking further.
8. Once the vegetables are just tender, add the ginger and garlic, stir - fry for a further 1-2 minutes, until softened and fragrant, then pour in the sauce and cook for a minute or so, until slightly reduced and sticky.
9. Add the noodles to the frying pan and toss until everything is well combined and allow to heat through. Check the seasoning, adding more tamari and ketjap manis to your taste ( watch the salt though as the tamari is already quite salty ).
10. Divide between shallow bowls to serve. Finish with freshly chopped coriander.","2 small red onions, 1 sweet potato ( if yours is very, large , you might want to use a, little less ), 1 leek, 1 piece ginger, 1 garlic clove, 2 sticks brown rice noodles, 1 tbsp sesame seeds, 1 tbsp mirin, 1 tbsp rice vinegar, 1 pack ketjap manis - add to, taste, 2 tbsp tamari - add to taste, 1 bag coriander","small red onions, sweet potato , leek, piece ginger, garlic clove, sticks brown rice noodles,  sesame seeds,  mirin,  rice vinegar,  ketjap manis - add to, taste,  tamari - add to taste,  coriander","['small', '', 'piece', 'tbsp', 'tbsp', 'tbsp', 'tbsps']","['2', '1', '1', '1', '1', '1', '2']","['red onions', 'leek', 'ginger', 'sesame seeds', 'mirin', 'rice vinegar', 'coriander']","1 sweet potato (if yours is very, large, you might want to use a, little less), 1 garlic clove, 2 sticks brown rice noodles, 1 pack ketjap manis - add to, taste, tamari - add to taste"
118,IMG_1152.JPG,Lemony Chicken & Spinach Balti,"1. Peel, halve, and finely slice the onion.
Peel and finely chop, or grate, the garlic and 1 tbsp worth of ginger.
2. Boil a kettle. Rinse the rice in a sieve.
Transfer to a medium saucepan. Add a good pinch of salt and cover with plenty of boiled water. Boil for approx. 18-20 minutes, until tender with a little bite.
3. Meanwhile, heat 1 tbsp of oil in a large saucepan. When the oil is nice and hot,
fry the chicken for 1-2 minutes on one side, until golden brown, then turn and colour the other side ( avoid moving it in the pan, to allow it a chance to colour ).
Transfer to a plate.
4. Lower the pan heat. Add the onion and a splash more oil if needed. Fry gently for 5 minutes, stirring often,
while you continue. Add a splash of water if it looks like catching.
5. While the onion fries, slice the fresh chilli into rings. Press the cardamom pods with the flat of your knife or a wooden spoon, so they slightly split.
Juice the lemons into a small bowl.
6. Stir the garlic, ginger, chilli flakes
( or powder ), balti spice pot and cardamom into the onion. Add some fresh chilli, if you like, to increase the heat to your taste.
7. Add the chicken, 150ml of water and a quarter of the lemon juice.
8. Simmer for approx. 8 minutes or so, until the chicken is cooked through.
Add a splash more water if needed.
Taste at the end and add more fresh chilli, if you like, and haven't used it all yet, to increase the heat.
9. Meanwhile, chop the coriander, stalks and all.
10. When the chicken is cooked, stir in the spinach, handful by handful, until just wilted. Check the seasoning and add more lemon juice, to your taste. Stir in half the coriander.
11. Divide the cooked and drained rice and the curry between 2 serving. bowls or plates.
12. Serve, sprinkled with the remaining coriander and a dollop of mango chutney and yogurt.","1 onion, 2 garlic cloves, 1 large piece ginger, 125g brown basmati rice, 250g diced chicken breast, 1 chilli - add to taste, 1 tsp cardamom pods, 2 lemons, 1 balti spice pot, 1/4 tsp dried chilli flakes or, chilli powder ( you may have, either ), 1 bag coriander, 1 bag baby spinach, 1 pot mango chutney, 1 pot yogurt","onion, garlic cloves, large piece ginger,  brown basmati rice,  diced chicken breast, chilli - add to taste,  cardamom pods, lemons, balti spice pot,  dried chilli flakes or, chilli powder ,  coriander,  baby spinach, pot mango chutney, pot yogurt","['piece', 'large', 'g', 'g', 'tsp', 'tsps', 'bag']","['1', '1', '125', '250', '1', '0.25', '1']","['onion', 'ginger', 'brown basmati rice', 'chicken breast', 'cardamom pods', 'dried chilli flakes or', 'chilli powder']","2 garlic cloves, diced, 1 chilli - add to taste, 2 lemons, 1 balti spice pot, (you may have, either), 1 bag baby spinach, 1 pot mango chutney, 1 pot yogurt"
